;Feature;Importance
704;ultima_review_2017-04-22;0.0
705;ultima_review_2017-04-23;0.0
706;ultima_review_2017-04-27;0.0
707;ultima_review_2017-04-28;0.0
708;ultima_review_2017-04-30;0.0
709;ultima_review_2017-05-02;0.0
710;ultima_review_2017-05-03;0.0
711;ultima_review_2017-05-04;0.0
712;ultima_review_2017-05-05;0.0
713;ultima_review_2017-05-06;0.0
714;ultima_review_2017-05-07;0.0
715;ultima_review_2017-05-08;0.0
716;ultima_review_2017-05-09;0.0
717;ultima_review_2017-05-10;0.0
718;ultima_review_2017-05-11;0.0
719;ultima_review_2017-05-12;0.0
720;ultima_review_2017-05-13;0.0
721;ultima_review_2017-05-14;0.0
722;ultima_review_2017-05-16;0.0
723;ultima_review_2017-05-17;0.0
724;ultima_review_2017-05-18;0.0
725;ultima_review_2017-05-19;0.0
726;ultima_review_2017-05-20;0.0
727;ultima_review_2017-05-21;0.0
728;ultima_review_2017-05-22;0.0
729;ultima_review_2017-05-23;0.0
730;ultima_review_2017-05-24;0.0
731;ultima_review_2017-05-25;0.0
732;ultima_review_2017-05-26;0.0
733;ultima_review_2017-05-27;0.0
734;ultima_review_2017-05-28;0.0
735;ultima_review_2017-05-29;0.0
736;ultima_review_2017-05-30;0.0
737;ultima_review_2017-05-31;0.0
738;ultima_review_2017-06-01;0.0
739;ultima_review_2017-06-02;0.0
740;ultima_review_2017-06-03;0.0
741;ultima_review_2017-06-05;0.0
742;ultima_review_2017-06-09;0.0
743;ultima_review_2017-06-10;0.0
744;ultima_review_2017-06-11;0.0
745;ultima_review_2017-06-15;0.0
746;ultima_review_2017-06-16;0.0
747;ultima_review_2017-06-17;0.0
748;ultima_review_2017-06-18;0.0
749;ultima_review_2017-06-19;0.0
750;ultima_review_2017-06-20;0.0
751;ultima_review_2017-06-22;0.0
752;ultima_review_2017-06-23;0.0
753;ultima_review_2017-06-24;0.0
754;ultima_review_2017-06-25;0.0
755;ultima_review_2017-06-27;0.0
756;ultima_review_2017-06-28;0.0
757;ultima_review_2017-06-29;0.0
758;ultima_review_2017-06-30;0.0
759;ultima_review_2017-07-01;0.0
760;ultima_review_2017-07-02;0.0
761;ultima_review_2017-07-03;0.0
762;ultima_review_2017-07-04;0.0
763;ultima_review_2017-07-05;0.0
764;ultima_review_2017-07-09;0.0
765;ultima_review_2017-07-11;0.0
766;ultima_review_2017-07-15;0.0
767;ultima_review_2017-07-16;0.0
768;ultima_review_2017-07-17;0.0
769;ultima_review_2017-07-18;0.0
770;ultima_review_2017-07-19;0.0
771;ultima_review_2017-07-20;0.0
772;ultima_review_2017-07-21;0.0
773;ultima_review_2017-07-22;0.0
774;ultima_review_2017-07-23;0.0
775;ultima_review_2017-07-24;0.0
776;ultima_review_2017-07-27;0.0
777;ultima_review_2017-07-29;0.0
778;ultima_review_2017-07-30;0.0
779;ultima_review_2017-07-31;0.0
780;ultima_review_2017-08-01;0.0
781;ultima_review_2017-08-02;0.0
782;ultima_review_2017-08-03;0.0
783;ultima_review_2017-08-04;0.0
784;ultima_review_2017-08-05;0.0
785;ultima_review_2017-08-06;0.0
786;ultima_review_2017-08-07;0.0
787;ultima_review_2017-08-08;0.0
788;ultima_review_2017-08-09;0.0
789;ultima_review_2017-08-11;0.0
790;ultima_review_2017-08-12;0.0
791;ultima_review_2017-08-13;0.0
792;ultima_review_2017-08-14;0.0
793;ultima_review_2017-08-15;0.0
794;ultima_review_2017-08-17;0.0
795;ultima_review_2017-08-18;0.0
796;ultima_review_2017-08-19;0.0
797;ultima_review_2017-08-20;0.0
798;ultima_review_2017-08-21;0.0
799;ultima_review_2017-08-22;0.0
800;ultima_review_2017-08-24;0.0
801;ultima_review_2017-08-25;0.0
802;ultima_review_2017-08-26;0.0
803;ultima_review_2017-08-27;0.0
804;ultima_review_2017-08-28;0.0
805;ultima_review_2017-08-29;0.0
806;ultima_review_2017-08-31;0.0
807;ultima_review_2017-09-01;0.0
808;ultima_review_2017-09-02;0.0
809;ultima_review_2017-09-03;0.0
810;ultima_review_2017-09-04;0.0
811;ultima_review_2017-09-05;0.0
812;ultima_review_2017-09-06;0.0
813;ultima_review_2017-09-07;0.0
814;ultima_review_2017-09-08;0.0
815;ultima_review_2017-09-09;0.0
816;ultima_review_2017-09-10;0.0
817;ultima_review_2017-09-11;0.0
818;ultima_review_2017-09-12;0.0
819;ultima_review_2017-09-13;0.0
820;ultima_review_2017-09-14;0.0
821;ultima_review_2017-09-15;0.0
822;ultima_review_2017-09-16;0.0
823;ultima_review_2017-09-17;0.0
824;ultima_review_2017-09-18;0.0
825;ultima_review_2017-09-19;0.0
826;ultima_review_2017-09-20;0.0
827;ultima_review_2017-09-21;0.0
828;ultima_review_2017-09-22;0.0
829;ultima_review_2017-09-23;0.0
830;ultima_review_2017-09-24;0.0
831;ultima_review_2017-09-25;0.0
832;ultima_review_2017-09-26;0.0
833;ultima_review_2017-09-27;0.0
834;ultima_review_2017-09-28;0.0
835;ultima_review_2017-09-29;0.0
836;ultima_review_2017-09-30;0.0
837;ultima_review_2017-10-01;0.0
838;ultima_review_2017-10-02;0.0
839;ultima_review_2017-10-03;0.0
840;ultima_review_2017-10-04;0.0
841;ultima_review_2017-10-06;0.0
842;ultima_review_2017-10-07;0.0
843;ultima_review_2017-10-08;0.0
844;ultima_review_2017-10-09;0.0
845;ultima_review_2017-10-10;0.0
846;ultima_review_2017-10-12;0.0
847;ultima_review_2017-10-13;0.0
848;ultima_review_2017-10-14;0.0
849;ultima_review_2017-10-15;0.0
850;ultima_review_2017-10-16;0.0
851;ultima_review_2017-10-17;0.0
852;ultima_review_2017-10-18;0.0
853;ultima_review_2017-10-19;0.0
854;ultima_review_2017-10-20;0.0
855;ultima_review_2017-10-22;0.0
856;ultima_review_2017-10-23;0.0
857;ultima_review_2017-10-24;0.0
858;ultima_review_2017-10-25;0.0
859;ultima_review_2017-10-27;0.0
860;ultima_review_2017-10-28;0.0
861;ultima_review_2017-10-29;0.0
862;ultima_review_2017-10-30;0.0
863;ultima_review_2017-10-31;0.0
864;ultima_review_2017-11-01;0.0
865;ultima_review_2017-11-02;0.0
866;ultima_review_2017-11-04;0.0
867;ultima_review_2017-11-05;0.0
868;ultima_review_2017-11-06;0.0
869;ultima_review_2017-11-12;0.0
870;ultima_review_2017-11-13;0.0
871;ultima_review_2017-11-14;0.0
872;ultima_review_2017-11-15;0.0
873;ultima_review_2017-11-17;0.0
874;ultima_review_2017-11-18;0.0
875;ultima_review_2017-11-19;0.0
876;ultima_review_2017-11-20;0.0
877;ultima_review_2017-11-21;0.0
878;ultima_review_2017-11-22;0.0
879;ultima_review_2017-11-24;0.0
880;ultima_review_2017-11-25;0.0
881;ultima_review_2017-11-26;0.0
882;ultima_review_2017-11-28;0.0
883;ultima_review_2017-11-29;0.0
884;ultima_review_2017-11-30;0.0
885;ultima_review_2017-12-01;0.0
886;ultima_review_2017-12-02;0.0
887;ultima_review_2017-12-03;0.0
888;ultima_review_2017-12-05;0.0
889;ultima_review_2017-12-06;0.0
890;ultima_review_2017-12-08;0.0
891;ultima_review_2017-12-09;0.0
892;ultima_review_2017-12-10;0.0
893;ultima_review_2017-12-11;0.0
894;ultima_review_2017-12-12;0.0
895;ultima_review_2017-12-14;0.0
896;ultima_review_2017-12-15;0.0
897;ultima_review_2017-12-16;0.0
898;ultima_review_2017-12-17;0.0
899;ultima_review_2017-12-18;0.0
900;ultima_review_2017-12-19;0.0
901;ultima_review_2017-12-20;0.0
902;ultima_review_2017-12-21;0.0
903;ultima_review_2017-12-22;1.2923113953005659e-06
904;ultima_review_2017-12-24;0.0
905;ultima_review_2017-12-25;0.0
906;ultima_review_2017-12-26;0.0
907;ultima_review_2017-12-27;0.0
908;ultima_review_2017-12-28;0.0
909;ultima_review_2017-12-29;0.0
910;ultima_review_2017-12-30;0.0
911;ultima_review_2017-12-31;0.0
912;ultima_review_2018-01-01;0.0
913;ultima_review_2018-01-02;4.981991987791724e-06
914;ultima_review_2018-01-03;1.8661970083952476e-06
915;ultima_review_2018-01-04;0.0
916;ultima_review_2018-01-05;0.0
917;ultima_review_2018-01-06;0.0
918;ultima_review_2018-01-07;0.0
919;ultima_review_2018-01-08;0.0
920;ultima_review_2018-01-09;0.0
921;ultima_review_2018-01-10;0.0
922;ultima_review_2018-01-12;0.0
923;ultima_review_2018-01-13;0.0
924;ultima_review_2018-01-15;0.0
925;ultima_review_2018-01-16;0.0
926;ultima_review_2018-01-17;0.0
927;ultima_review_2018-01-18;0.0
928;ultima_review_2018-01-21;0.0
929;ultima_review_2018-01-24;0.0
930;ultima_review_2018-01-25;0.0
931;ultima_review_2018-01-26;0.0
932;ultima_review_2018-01-27;0.0
933;ultima_review_2018-01-30;0.0
934;ultima_review_2018-01-31;0.0
935;ultima_review_2018-02-01;0.0
936;ultima_review_2018-02-02;0.0
937;ultima_review_2018-02-04;0.0
938;ultima_review_2018-02-05;0.0
939;ultima_review_2018-02-08;0.0
940;ultima_review_2018-02-09;0.0
941;ultima_review_2018-02-11;0.0
942;ultima_review_2018-02-12;0.0
943;ultima_review_2018-02-14;0.0
944;ultima_review_2018-02-15;0.0
945;ultima_review_2018-02-16;0.0
946;ultima_review_2018-02-17;0.0
947;ultima_review_2018-02-18;0.0
948;ultima_review_2018-02-19;0.0
949;ultima_review_2018-02-20;0.0
950;ultima_review_2018-02-21;0.0
951;ultima_review_2018-02-25;0.0
952;ultima_review_2018-02-26;0.0
953;ultima_review_2018-02-27;0.0
954;ultima_review_2018-03-01;0.0
955;ultima_review_2018-03-02;0.0
956;ultima_review_2018-03-03;0.0
957;ultima_review_2018-03-05;0.0
958;ultima_review_2018-03-06;0.0
959;ultima_review_2018-03-07;0.0
960;ultima_review_2018-03-08;0.0
961;ultima_review_2018-03-09;0.0
962;ultima_review_2018-03-10;0.0
963;ultima_review_2018-03-11;0.0
964;ultima_review_2018-03-12;0.0
965;ultima_review_2018-03-13;0.0
966;ultima_review_2018-03-14;0.0
967;ultima_review_2018-03-15;0.0
968;ultima_review_2018-03-16;0.0
969;ultima_review_2018-03-17;0.0
970;ultima_review_2018-03-18;0.0
971;ultima_review_2018-03-19;0.0
972;ultima_review_2018-03-20;0.0
973;ultima_review_2018-03-22;0.0
974;ultima_review_2018-03-23;0.0
975;ultima_review_2018-03-24;0.0
976;ultima_review_2018-03-25;0.0
977;ultima_review_2018-03-26;0.0
978;ultima_review_2018-03-27;0.0
979;ultima_review_2018-03-28;0.0
980;ultima_review_2018-03-30;0.0
981;ultima_review_2018-03-31;0.0
982;ultima_review_2018-04-01;0.0
983;ultima_review_2018-04-02;0.0
984;ultima_review_2018-04-03;0.0
985;ultima_review_2018-04-04;0.0
986;ultima_review_2018-04-05;0.0
987;ultima_review_2018-04-06;0.0
988;ultima_review_2018-04-07;0.0
989;ultima_review_2018-04-08;0.0
990;ultima_review_2018-04-10;0.0
991;ultima_review_2018-04-12;0.0
992;ultima_review_2018-04-13;0.0
993;ultima_review_2018-04-14;0.0
994;ultima_review_2018-04-15;0.0
995;ultima_review_2018-04-16;0.0
996;ultima_review_2018-04-17;0.0
997;ultima_review_2018-04-18;0.0
998;ultima_review_2018-04-19;0.0
999;ultima_review_2018-04-20;0.0
1000;ultima_review_2018-04-21;0.0
1001;ultima_review_2018-04-22;0.0
1002;ultima_review_2018-04-23;0.0
1003;ultima_review_2018-04-24;0.0
1004;ultima_review_2018-04-25;0.0
1005;ultima_review_2018-04-26;0.0
1006;ultima_review_2018-04-27;0.0
1007;ultima_review_2018-04-28;0.0
1008;ultima_review_2018-04-29;0.0
1009;ultima_review_2018-04-30;0.0
1010;ultima_review_2018-05-01;0.0
1011;ultima_review_2018-05-02;0.0
1012;ultima_review_2018-05-03;0.0
1013;ultima_review_2018-05-04;0.0
1014;ultima_review_2018-05-05;0.0
1015;ultima_review_2018-05-06;0.0
1016;ultima_review_2018-05-07;0.0
1017;ultima_review_2018-05-08;0.0
1018;ultima_review_2018-05-09;0.0
1019;ultima_review_2018-05-10;0.0
1020;ultima_review_2018-05-11;0.0
1021;ultima_review_2018-05-12;0.0
1022;ultima_review_2018-05-13;0.0
1023;ultima_review_2018-05-14;0.0
1024;ultima_review_2018-05-15;0.0
1025;ultima_review_2018-05-16;0.0
1026;ultima_review_2018-05-17;0.0
1027;ultima_review_2018-05-18;0.0
1028;ultima_review_2018-05-19;3.6014708253989264e-06
1029;ultima_review_2018-05-20;0.0
1030;ultima_review_2018-05-21;0.0
1031;ultima_review_2018-05-22;0.0
1032;ultima_review_2018-05-23;0.0
1033;ultima_review_2018-05-24;0.0
1034;ultima_review_2018-05-25;0.0
1035;ultima_review_2018-05-26;0.0
1036;ultima_review_2018-05-27;0.0
1037;ultima_review_2018-05-28;0.0
1038;ultima_review_2018-05-29;0.0
1039;ultima_review_2018-05-30;0.0
1040;ultima_review_2018-05-31;0.0
1041;ultima_review_2018-06-01;0.0
1042;ultima_review_2018-06-02;0.0
1043;ultima_review_2018-06-03;0.0
1044;ultima_review_2018-06-04;0.0
1045;ultima_review_2018-06-05;0.0
1046;ultima_review_2018-06-06;0.0
1047;ultima_review_2018-06-07;0.0
1048;ultima_review_2018-06-08;0.0
1049;ultima_review_2018-06-09;0.0
1050;ultima_review_2018-06-10;0.0
1051;ultima_review_2018-06-11;0.0
1052;ultima_review_2018-06-12;0.0
1053;ultima_review_2018-06-13;0.0
1054;ultima_review_2018-06-14;0.0
1055;ultima_review_2018-06-15;0.0
1056;ultima_review_2018-06-16;0.0
1057;ultima_review_2018-06-17;0.0
1058;ultima_review_2018-06-18;0.0
1059;ultima_review_2018-06-19;0.0
1060;ultima_review_2018-06-20;0.0
1061;ultima_review_2018-06-21;0.0
1062;ultima_review_2018-06-22;0.0
1063;ultima_review_2018-06-23;0.0
1064;ultima_review_2018-06-24;0.0
1065;ultima_review_2018-06-25;0.0
1066;ultima_review_2018-06-26;0.0
1067;ultima_review_2018-06-27;0.0
1068;ultima_review_2018-06-28;0.0
1069;ultima_review_2018-06-29;0.0
1070;ultima_review_2018-06-30;0.0
1071;ultima_review_2018-07-01;0.0
1072;ultima_review_2018-07-02;0.0
1073;ultima_review_2018-07-03;0.0
1074;ultima_review_2018-07-04;0.0
1075;ultima_review_2018-07-05;0.0
1076;ultima_review_2018-07-06;0.0
1077;ultima_review_2018-07-07;0.0
1078;ultima_review_2018-07-08;0.0
1079;ultima_review_2018-07-09;0.0
1080;ultima_review_2018-07-10;0.0
1081;ultima_review_2018-07-11;0.0
1082;ultima_review_2018-07-12;0.0
1083;ultima_review_2018-07-13;0.0
1084;ultima_review_2018-07-14;0.0
1085;ultima_review_2018-07-15;0.0
1086;ultima_review_2018-07-16;0.0
1087;ultima_review_2018-07-17;0.0
1088;ultima_review_2018-07-18;0.0
1089;ultima_review_2018-07-19;0.0
1090;ultima_review_2018-07-20;0.0
1091;ultima_review_2018-07-21;0.0
1092;ultima_review_2018-07-22;0.0
1093;ultima_review_2018-07-23;0.0
1094;ultima_review_2018-07-24;0.0
1095;ultima_review_2018-07-25;0.0
1096;ultima_review_2018-07-26;0.0
1097;ultima_review_2018-07-27;0.0
1098;ultima_review_2018-07-28;0.0
1099;ultima_review_2018-07-29;0.0
1100;ultima_review_2018-07-30;0.0
1101;ultima_review_2018-07-31;0.0
1102;ultima_review_2018-08-01;0.0
1103;ultima_review_2018-08-02;0.0
1104;ultima_review_2018-08-03;0.0
1105;ultima_review_2018-08-04;0.0
1106;ultima_review_2018-08-05;0.0
1107;ultima_review_2018-08-06;0.0
1108;ultima_review_2018-08-07;0.0
1109;ultima_review_2018-08-08;0.0
1110;ultima_review_2018-08-09;0.0
1111;ultima_review_2018-08-10;0.0
1112;ultima_review_2018-08-11;0.0
1113;ultima_review_2018-08-12;0.0
1114;ultima_review_2018-08-13;0.0
1115;ultima_review_2018-08-14;0.0
1116;ultima_review_2018-08-15;0.0
1117;ultima_review_2018-08-16;0.0
1118;ultima_review_2018-08-17;0.0
1119;ultima_review_2018-08-18;0.0
1120;ultima_review_2018-08-19;0.0
1121;ultima_review_2018-08-20;0.0
1122;ultima_review_2018-08-21;0.0
1123;ultima_review_2018-08-22;0.0
1124;ultima_review_2018-08-23;0.0
1125;ultima_review_2018-08-24;0.0
1126;ultima_review_2018-08-25;0.0
1127;ultima_review_2018-08-26;0.0
1128;ultima_review_2018-08-27;0.0
1129;ultima_review_2018-08-28;0.0
1130;ultima_review_2018-08-29;0.0
1131;ultima_review_2018-08-30;0.0
1132;ultima_review_2018-08-31;0.0
1133;ultima_review_2018-09-01;0.0
1134;ultima_review_2018-09-02;0.0
1135;ultima_review_2018-09-03;4.6010002339716535e-06
1136;ultima_review_2018-09-04;0.0
1137;ultima_review_2018-09-05;0.0
1138;ultima_review_2018-09-06;0.0
1139;ultima_review_2018-09-07;0.0
1140;ultima_review_2018-09-08;0.0
1141;ultima_review_2018-09-09;0.0
1142;ultima_review_2018-09-10;0.0
1143;ultima_review_2018-09-11;0.0
1144;ultima_review_2018-09-12;0.0
1145;ultima_review_2018-09-13;0.0
1146;ultima_review_2018-09-14;0.0
1147;ultima_review_2018-09-15;0.0
1148;ultima_review_2018-09-16;0.0
1149;ultima_review_2018-09-17;0.0
1150;ultima_review_2018-09-18;0.020407048870530194
1151;ultima_review_2018-09-19;0.0
1152;ultima_review_2018-09-20;0.0
1153;ultima_review_2018-09-21;0.0
1154;ultima_review_2018-09-22;0.0
1155;ultima_review_2018-09-23;0.00035102981081879165
1156;ultima_review_2018-09-24;0.0
1157;ultima_review_2018-09-25;0.0
1158;ultima_review_2018-09-26;0.0
1159;ultima_review_2018-09-27;0.0
1160;ultima_review_2018-09-28;0.0
1161;ultima_review_2018-09-29;2.709053149970217e-05
1162;ultima_review_2018-09-30;0.0
1163;ultima_review_2018-10-01;0.0
1164;ultima_review_2018-10-02;0.0
1165;ultima_review_2018-10-03;1.010753413986287e-05
1166;ultima_review_2018-10-04;0.0
1167;ultima_review_2018-10-05;0.0
1168;ultima_review_2018-10-06;0.0
1169;ultima_review_2018-10-07;0.00010108384807939827
1170;ultima_review_2018-10-08;1.401845602913331e-06
1171;ultima_review_2018-10-09;0.0
1172;ultima_review_2018-10-10;0.0
1173;ultima_review_2018-10-11;0.0
1174;ultima_review_2018-10-12;0.0
1175;ultima_review_2018-10-13;0.0
1176;ultima_review_2018-10-14;0.0
1177;ultima_review_2018-10-15;3.950684743124903e-05
1178;ultima_review_2018-10-16;0.0
1179;ultima_review_2018-10-17;0.0
1180;ultima_review_2018-10-18;0.0
1181;ultima_review_2018-10-19;0.0
1182;ultima_review_2018-10-20;0.0
1183;ultima_review_2018-10-21;0.0
1184;ultima_review_2018-10-22;0.0
1185;ultima_review_2018-10-23;0.0
1186;ultima_review_2018-10-24;0.0
1187;ultima_review_2018-10-25;0.0
1188;ultima_review_2018-10-26;0.0
1189;ultima_review_2018-10-27;0.0
1190;ultima_review_2018-10-28;0.0
1191;ultima_review_2018-10-29;0.0
1192;ultima_review_2018-10-30;0.0
1193;ultima_review_2018-10-31;0.0
1194;ultima_review_2018-11-01;0.0
1195;ultima_review_2018-11-02;0.0
1196;ultima_review_2018-11-03;0.0
1197;ultima_review_2018-11-04;0.0
1198;ultima_review_2018-11-05;0.0
1199;ultima_review_2018-11-06;0.0
1200;ultima_review_2018-11-07;0.0
1201;ultima_review_2018-11-08;0.0
1202;ultima_review_2018-11-09;0.0
1203;ultima_review_2018-11-10;0.0
1204;ultima_review_2018-11-11;0.0
1205;ultima_review_2018-11-12;0.0
1206;ultima_review_2018-11-13;0.0
1207;ultima_review_2018-11-14;0.0
1208;ultima_review_2018-11-15;0.0
1209;ultima_review_2018-11-16;0.0
1210;ultima_review_2018-11-17;0.0
1211;ultima_review_2018-11-18;0.0
1212;ultima_review_2018-11-19;0.0
1213;ultima_review_2018-11-20;0.0
1214;ultima_review_2018-11-21;0.0
1215;ultima_review_2018-11-22;0.0
1216;ultima_review_2018-11-23;0.0
1217;ultima_review_2018-11-24;0.0
1218;ultima_review_2018-11-25;0.0
1219;ultima_review_2018-11-26;0.0
1220;ultima_review_2018-11-27;0.0
1221;ultima_review_2018-11-28;0.0
1222;ultima_review_2018-11-29;0.0
1223;ultima_review_2018-11-30;0.0
1224;ultima_review_2018-12-01;0.0
1225;ultima_review_2018-12-02;1.6672534453340119e-06
1226;ultima_review_2018-12-03;0.0
1227;ultima_review_2018-12-04;0.0
1228;ultima_review_2018-12-05;1.521780849328586e-05
1229;ultima_review_2018-12-06;0.0
1230;ultima_review_2018-12-07;0.0
1231;ultima_review_2018-12-08;0.0
1232;ultima_review_2018-12-09;0.0
1233;ultima_review_2018-12-10;0.0
1234;ultima_review_2018-12-11;0.0
1235;ultima_review_2018-12-12;0.0
1236;ultima_review_2018-12-13;0.0
1237;ultima_review_2018-12-14;0.0
1238;ultima_review_2018-12-15;0.0
1239;ultima_review_2018-12-16;0.0
1240;ultima_review_2018-12-17;0.0
1241;ultima_review_2018-12-18;0.0
1242;ultima_review_2018-12-19;0.0
1243;ultima_review_2018-12-20;0.0
1244;ultima_review_2018-12-21;0.0
1245;ultima_review_2018-12-22;0.0
1246;ultima_review_2018-12-23;0.0
1247;ultima_review_2018-12-24;0.0
1248;ultima_review_2018-12-25;0.0
1249;ultima_review_2018-12-26;0.0
1250;ultima_review_2018-12-27;0.0
1251;ultima_review_2018-12-28;0.0
1252;ultima_review_2018-12-29;0.0006272744224221295
1253;ultima_review_2018-12-30;1.36095799928603e-05
1254;ultima_review_2018-12-31;6.130603414426779e-05
1255;ultima_review_2019-01-01;0.00013140160986044495
1256;ultima_review_2019-01-02;3.910370495518284e-05
1257;ultima_review_2019-01-03;4.760833856228244e-05
1258;ultima_review_2019-01-04;5.3134650555940115e-05
1259;ultima_review_2019-01-05;0.0
1260;ultima_review_2019-01-06;0.0
1261;ultima_review_2019-01-07;0.0
1262;ultima_review_2019-01-08;0.0
1263;ultima_review_2019-01-09;0.0
1264;ultima_review_2019-01-10;0.0
1265;ultima_review_2019-01-11;0.0
1266;ultima_review_2019-01-12;0.0
1267;ultima_review_2019-01-13;0.0
1268;ultima_review_2019-01-14;0.0
1269;ultima_review_2019-01-15;0.0
1270;ultima_review_2019-01-16;0.0
1271;ultima_review_2019-01-17;0.0
1272;ultima_review_2019-01-18;0.0
1273;ultima_review_2019-01-19;0.0
1274;ultima_review_2019-01-20;0.0
1275;ultima_review_2019-01-21;0.0
1276;ultima_review_2019-01-22;0.0
1277;ultima_review_2019-01-23;0.0
1278;ultima_review_2019-01-24;0.0
1279;ultima_review_2019-01-25;0.0
1280;ultima_review_2019-01-26;0.0
1281;ultima_review_2019-01-27;8.351159607023457e-05
1282;ultima_review_2019-01-28;0.0
1283;ultima_review_2019-01-29;0.0
1284;ultima_review_2019-01-30;0.0
1285;ultima_review_2019-01-31;0.0
1286;ultima_review_2019-02-01;0.0
1287;ultima_review_2019-02-02;0.0
1288;ultima_review_2019-02-03;0.0
1289;ultima_review_2019-02-04;0.0
1290;ultima_review_2019-02-05;0.0
1291;ultima_review_2019-02-06;0.0
1292;ultima_review_2019-02-07;0.0
1293;ultima_review_2019-02-08;0.0
1294;ultima_review_2019-02-09;0.0
1295;ultima_review_2019-02-10;0.0
1296;ultima_review_2019-02-11;0.0
1297;ultima_review_2019-02-12;0.0
1298;ultima_review_2019-02-13;0.0
1299;ultima_review_2019-02-14;0.0
1300;ultima_review_2019-02-15;0.0
1301;ultima_review_2019-02-16;0.0
1302;ultima_review_2019-02-17;1.5284576238676978e-05
1303;ultima_review_2019-02-18;0.0
1304;ultima_review_2019-02-19;0.0
1305;ultima_review_2019-02-20;0.0
1306;ultima_review_2019-02-21;0.0
1307;ultima_review_2019-02-22;0.0
1308;ultima_review_2019-02-23;0.0
1309;ultima_review_2019-02-24;0.0
1310;ultima_review_2019-02-25;0.0
1311;ultima_review_2019-02-26;0.0
1312;ultima_review_2019-02-27;0.0
1313;ultima_review_2019-02-28;0.0
1314;ultima_review_2019-03-01;0.0
1315;ultima_review_2019-03-02;0.0010272248462796037
1316;ultima_review_2019-03-03;5.611852904994738e-06
1317;ultima_review_2019-03-04;0.0
1318;ultima_review_2019-03-05;0.0
1319;ultima_review_2019-03-06;7.175742793286226e-06
1320;ultima_review_2019-03-07;0.0
1321;ultima_review_2019-03-08;0.0
1322;ultima_review_2019-03-09;8.561003183670881e-07
1323;ultima_review_2019-03-10;0.0
1324;ultima_review_2019-03-11;0.0
1325;ultima_review_2019-03-12;0.0
1326;ultima_review_2019-03-13;0.0
1327;ultima_review_2019-03-14;0.0
1328;ultima_review_2019-03-15;0.0
1329;ultima_review_2019-03-16;0.0
1330;ultima_review_2019-03-17;0.0
1331;ultima_review_2019-03-18;0.0
1332;ultima_review_2019-03-19;0.0
1333;ultima_review_2019-03-20;0.0
1334;ultima_review_2019-03-21;0.0
1335;ultima_review_2019-03-22;0.0
1336;ultima_review_2019-03-23;0.0
1337;ultima_review_2019-03-24;1.8758147533447303e-06
1338;ultima_review_2019-03-25;0.0
1339;ultima_review_2019-03-26;0.0
1340;ultima_review_2019-03-27;0.0
1341;ultima_review_2019-03-28;0.0
1342;ultima_review_2019-03-29;1.7468021289239773e-07
1343;ultima_review_2019-03-30;2.1902603914568643e-05
1344;ultima_review_2019-03-31;0.00010299138966080364
1345;ultima_review_2019-04-01;0.0
1346;ultima_review_2019-04-02;0.0
1347;ultima_review_2019-04-03;0.0
1348;ultima_review_2019-04-04;0.0
1349;ultima_review_2019-04-05;0.0
1350;ultima_review_2019-04-06;0.0
1351;ultima_review_2019-04-07;0.0
1352;ultima_review_2019-04-08;0.0
1353;ultima_review_2019-04-09;0.0
1354;ultima_review_2019-04-10;0.0
1355;ultima_review_2019-04-11;0.0
1356;ultima_review_2019-04-12;0.0
1357;ultima_review_2019-04-13;0.0
1358;ultima_review_2019-04-14;0.0
1359;ultima_review_2019-04-15;1.9275947956504512e-07
1360;ultima_review_2019-04-16;0.0
1361;ultima_review_2019-04-17;3.0775378533453425e-05
1362;ultima_review_2019-04-18;0.0
1363;ultima_review_2019-04-19;1.2735774991562731e-06
1364;ultima_review_2019-04-20;3.483709296592695e-05
1365;ultima_review_2019-04-21;0.00011080876325386734
1366;ultima_review_2019-04-22;8.574926036370525e-05
1367;ultima_review_2019-04-23;0.0
1368;ultima_review_2019-04-24;1.2891653533110598e-05
1369;ultima_review_2019-04-25;0.0
1370;ultima_review_2019-04-26;2.8144995306777158e-05
1371;ultima_review_2019-04-27;7.223708174160014e-05
1372;ultima_review_2019-04-28;0.0002432349112770529
1373;ultima_review_2019-04-29;1.0486078213475609e-05
1374;ultima_review_2019-04-30;9.377749067723175e-07
1375;ultima_review_2019-05-01;0.0
1376;ultima_review_2019-05-02;0.0
1377;ultima_review_2019-05-03;0.0
1378;ultima_review_2019-05-04;1.5349631530646827e-05
1379;ultima_review_2019-05-05;4.2880113105460445e-05
1380;ultima_review_2019-05-06;2.324837572209236e-05
1381;ultima_review_2019-05-07;2.8810178947546072e-05
1382;ultima_review_2019-05-08;1.982416813686674e-05
1383;ultima_review_2019-05-09;1.7132241343583571e-07
1384;ultima_review_2019-05-10;0.0
1385;ultima_review_2019-05-11;1.6093573863095975e-07
1386;ultima_review_2019-05-12;2.891285801174546e-05
1387;ultima_review_2019-05-13;0.00020438338614588522
1388;ultima_review_2019-05-14;0.0
1389;ultima_review_2019-05-15;8.479434280857423e-06
1390;ultima_review_2019-05-16;1.1293604334783564e-05
1391;ultima_review_2019-05-17;0.00012532351848934265
1392;ultima_review_2019-05-18;3.057841110279368e-05
1393;ultima_review_2019-05-19;8.948108661450874e-05
1394;ultima_review_2019-05-20;0.00015051682746874517
1395;ultima_review_2019-05-21;1.3729215253692942e-05
